"","Age","Gender","Marital_status","Num_comp_worked","Work_Experience","Last_salary","Salary_hike","Work_hours","Traveling_required","NoticePeriod_buyout","Job_type","Whether_comp_Possess_vehicle","Work_location","Traveltowork_distance_._time","Work_area_living_cost","Public_transport_nearby","Current_employment","Offer_letter_Processtime.week.","Bonus","Allowance","Overtime_pay","Emp_shares_scheme","Performance_incentive","Annual_leave","Medical_Family","Child_day_care","Nursing_room","Parking","Comp_size","Comp_rating","Work_life","Stresslevel"
"817",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1
"818",1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"819",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"820",1,1,1,2,3,3,1,1,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"821",0,1,1,0,1,1,2,1,1,1,1,0,1,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,4,2,2,2
"822",0,0,0,0,1,2,2,1,0,0,0,1,2,0,1,0,1,3,0,1,1,0,1,1,0,0,1,1,4,2,3,3
"823",2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,0,1,4,2,2,3
"824",1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3
"825",0,0,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,3,3,2
"826",2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4
"827",0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,2,1,0,0,0,1,1,0,0,1,0,3,0,3,2
"828",1,0,1,0,1,2,1,0,1,0,1,1,1,2,2,0,1,0,0,0,1,1,1,1,1,0,0,1,4,2,3,3
"829",0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,4,2,4,3
"830",1,1,0,2,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,3,0,4
"831",1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"832",0,0,0,0,1,2,2,1,0,0,0,1,2,0,1,0,1,3,0,1,1,0,1,1,0,0,1,1,4,2,3,3
"833",2,0,0,3,2,4,1,0,0,0,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,1,0,3,2,2,4
"834",3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,1,0,4,1,0,2
"835",0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,4,2,4,3
"836",0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2
"837",1,0,1,1,2,1,0,2,0,0,0,1,2,0,2,1,1,2,1,0,1,1,0,1,0,0,0,0,3,1,3,3
"838",0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,1,3,2,3,2
"839",2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4
"840",0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2
"841",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,3,1,4,3
"842",1,0,0,2,2,3,1,1,0,0,1,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"843",1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4
"844",1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,0,0,1,3,1,4,3
"845",0,0,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,1,1,3,2,3,3
"846",0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2
"847",1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,3,4,4,2
"848",0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,2,2,2
"849",3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,1,0,4,1,0,2
"850",0,1,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,4
"851",0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3
"852",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4
"853",0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3
"854",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"855",0,1,1,0,1,1,2,1,1,1,1,0,1,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,4,2,2,2
"856",0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3
"857",1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3
"858",1,1,1,2,3,3,1,1,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"859",0,1,0,0,0,1,1,1,0,0,1,1,2,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,2,4,3,1
"860",0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,4,3
"861",0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,1,3,2,3,2
"862",1,1,0,1,1,3,1,2,1,0,0,1,1,0,0,1,1,2,1,0,1,0,0,1,1,0,1,0,3,2,3,3
"863",1,1,1,1,2,2,2,1,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,1,1,4,3,4,2
"864",2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4
"865",1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2
"866",1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,2,3,2,3
"867",0,0,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,3,2,3,3
"868",1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,0,0,1,3,1,4,3
"869",0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2
"870",2,0,0,3,2,4,1,0,0,0,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,1,0,3,2,2,4
"871",0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,3,2,2,4
"872",0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2
"873",1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3
"874",0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4
"875",0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,4,3
"876",0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1
"877",0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1
"878",0,0,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,3,2,3,3
"879",0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3
"880",1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3
"881",0,1,0,1,3,1,1,0,1,0,1,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,3,2,3,4
"882",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"883",0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,4,3,3
"884",1,0,0,0,1,1,2,0,1,1,0,1,2,2,1,1,1,2,0,0,0,0,0,1,0,0,1,0,3,2,3,4
"885",1,0,1,0,1,2,1,0,1,0,1,1,1,2,2,0,1,0,0,0,1,1,1,1,1,0,0,1,4,2,3,3
"886",1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2
"887",1,1,0,2,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,3,0,4
"888",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,3,0,0,1,0,1,1,0,0,1,0,4,2,3,4
"889",1,1,0,1,1,3,1,2,1,0,0,1,1,0,0,1,1,2,1,0,1,0,0,1,1,0,1,0,3,2,3,3
"890",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"891",1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,3,4,4,2
"892",1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,0,0,1,3,1,4,3
"893",1,1,0,0,1,2,1,0,0,0,1,1,1,1,1,0,1,2,1,0,0,1,0,1,1,0,1,1,4,4,0,2
"894",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"895",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"896",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"897",1,0,0,0,1,1,2,0,1,1,0,1,2,2,1,1,1,2,0,0,0,0,0,1,0,0,1,0,3,2,3,4
"898",1,0,1,0,1,2,1,0,1,0,1,1,1,2,2,0,1,0,0,0,1,1,1,1,1,0,0,1,4,2,3,3
"899",1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3
"900",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"901",1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2
"902",1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,0,1,4,2,1,4
"903",0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,4,3,3
"904",0,0,0,1,0,1,0,0,1,0,1,0,2,1,2,1,1,2,0,0,0,0,0,1,0,0,1,0,2,3,3,4
"905",1,0,0,2,2,3,1,1,0,0,1,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"906",1,1,1,2,3,3,1,1,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"907",1,0,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,2,1,0,0,1,0,1,0,0,1,1,4,4,0,2
"908",2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,1,1,2,2,0,4
"909",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,1,0,3,1,4,3
"910",1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,3,4,4,2
"911",2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4
"912",0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,1,0,4,2,3,2
"913",0,1,1,0,1,1,2,1,1,1,1,0,1,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,4,2,2,2
"914",1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,4,1,0,0,0,0,1,0,0,1,0,4,1,0,4
"915",1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2
"916",1,0,0,0,1,2,1,1,0,0,1,0,2,0,2,0,1,2,0,0,0,0,0,1,0,1,1,1,4,4,3,4
"917",3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,1,0,4,1,0,2
"918",0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3
"919",0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4
"920",1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3
"921",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4
"922",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1
"923",0,0,0,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,0,1,0,0,1,1,0,0,1,1,4,2,3,3
"924",1,1,1,0,1,1,2,0,0,1,1,1,1,1,2,1,0,3,0,0,1,0,1,1,0,0,0,0,4,2,3,4
"925",1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3
"926",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,3,1,4,3
"927",0,0,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,3,3,2
"928",3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,1,0,4,1,0,2
"929",1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,1,1,4,2,1,4
"930",1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3
"931",2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4
"932",1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,0,1,2,2,3,3
"933",0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3
"934",0,0,0,0,2,2,1,0,1,0,0,1,1,2,2,0,1,4,0,0,0,1,1,1,0,0,1,0,4,2,3,3
"935",1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3
"936",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"937",0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2
"938",0,0,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,3,2,3,3
"939",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"940",0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,3,2,2,4
"941",0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,2,3,2
"942",2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4
"943",0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,4,0,3,1
"944",0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3
"945",0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1
"946",0,0,0,0,2,2,1,0,1,0,0,1,1,2,2,0,1,4,0,0,0,1,1,1,0,0,1,0,4,2,3,3
"947",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"948",1,1,1,0,3,4,3,0,1,1,1,0,0,0,1,0,1,4,1,0,1,1,1,1,1,0,1,0,4,2,3,3
"949",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"950",1,1,1,1,1,2,1,0,1,0,1,1,2,2,2,0,1,2,0,0,0,0,0,1,1,0,1,0,3,4,0,3
"951",2,0,0,0,1,4,0,0,1,0,0,1,2,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,4
"952",0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,2,3,1,3
"953",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"954",1,0,1,1,2,1,0,2,0,0,0,1,2,0,2,1,1,2,1,0,1,1,0,1,0,0,0,0,3,1,3,3
"955",0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3
"956",2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3
"957",0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4
"958",1,0,0,2,2,3,1,1,0,0,1,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"959",0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4
"960",1,0,0,0,1,2,1,1,0,0,1,0,2,0,2,0,1,2,0,0,0,0,0,1,0,1,1,1,4,4,3,4
"961",0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1
"962",2,0,0,0,1,3,1,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,1,1,0,0,0,2,2,0,4
"963",3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,1,0,4,1,0,2
"964",1,1,0,2,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,3,0,4
"965",1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2
"966",0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,4,0,3,1
"967",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1
"968",1,1,0,1,1,3,1,2,1,0,0,1,1,0,0,1,1,2,1,0,1,0,0,1,1,0,1,0,3,2,3,3
"969",0,0,0,0,1,2,2,1,0,0,0,1,2,0,1,0,1,3,0,1,1,0,1,1,0,0,1,1,4,2,3,3
"970",2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3
"971",0,0,0,0,1,1,4,1,0,1,1,1,2,0,1,0,1,3,1,1,1,0,0,1,0,0,1,0,3,4,4,3
"972",0,0,0,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,0,1,0,0,1,1,0,0,1,1,4,2,3,3
"973",0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,2,3,2
"974",2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,1,1,2,2,0,4
"975",0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2
"976",2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3
"977",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"978",0,0,0,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,0,1,0,0,1,1,0,0,1,1,4,2,3,3
"979",0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2
"980",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"981",1,0,1,1,2,1,0,2,0,0,0,1,2,0,2,1,1,2,1,0,1,1,0,1,0,0,0,0,3,1,3,3
"982",1,1,1,1,1,2,2,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,0,3
"983",2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,0,1,4,2,2,3
"984",1,0,0,0,1,2,1,1,0,0,1,0,2,0,2,0,1,2,0,0,0,0,0,1,0,1,1,1,4,4,3,4
"985",1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4
"986",0,0,0,0,1,1,4,1,0,1,1,1,2,0,1,0,1,3,1,1,1,0,0,1,0,0,1,0,3,4,4,3
"987",1,0,0,0,1,2,1,2,1,0,1,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,1,1,3,2,3,4
"988",0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,4,3
"989",1,1,1,0,3,4,3,0,1,1,1,0,0,0,1,0,1,4,1,0,1,1,1,1,1,0,1,0,4,2,3,3
"990",0,0,0,0,1,2,2,1,0,0,0,1,2,0,1,0,1,3,0,1,1,0,1,1,0,0,1,1,4,2,3,3
"991",1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,4,1,0,0,0,0,1,0,0,1,0,4,1,0,4
"992",0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,4,3
"993",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4
"994",0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4
"995",1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,2
"996",1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,2,3,2,3
"997",0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3
"998",1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4
"999",1,1,1,0,1,1,2,0,0,1,1,1,1,1,2,1,0,3,0,0,1,0,1,1,0,0,1,0,4,2,3,4
"1000",0,0,0,1,0,1,0,0,1,0,1,0,2,1,2,1,1,2,0,0,0,0,0,1,0,0,1,0,2,3,3,4
"1001",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"1002",1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,0,1,2,2,3,3
"1003",1,1,1,0,1,1,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,3,3
"1004",2,0,0,0,1,4,0,0,1,0,0,1,2,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,4
"1005",2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,1,1,2,2,0,4
"1006",2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4
"1007",1,1,1,2,3,3,1,1,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"1008",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"1009",2,0,0,0,1,4,0,0,1,0,0,1,2,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,4
"1010",1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3
"1011",1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2
"1012",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1
"1013",1,0,1,1,1,2,1,0,0,0,0,1,1,0,2,0,1,2,0,0,0,0,1,1,0,0,1,1,4,4,3,1
"1014",3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,0,0,4,3,2,3
"1015",1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,3,1,3,3
"1016",0,1,0,1,0,1,0,0,1,0,0,1,2,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,3,4,1,2
"1017",0,0,0,0,1,1,1,1,0,1,1,1,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,2,3,2
"1018",1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4
"1019",0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,1,0,4,2,3,2
"1020",1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,0,1,4,2,1,4
